id,name,screen_name,description,lang,img_path
549619562,Aimee Elizabeth,AimeeElizabet63,"Best Selling Author of Poverty Sucks! How to Become a Self-Made Millionaire. A homeless teenager who retired at 38, & how you can too!",en,
4738367540,Aimee Harvey,AimeeL28,"*All* Lives Matter *Equally* -
Christian - Patriot - I follow back Patriots! - I will not apologize for something that I never did, and I only kneel before God.",en,
824406896488673285,Brian Lee,airhart2208,♓️ a AMERICAN born citizen. a PATRIOT and sick of what is really going on in the US.,en,
827403793281146881,Erik David,airikdavids,let justice roll down like waters and righteousness like an ever-flowing stream - Amos 5:24,en,
947954909474799616,AJ,AJ_Aria031729,My name is AJ. I live in Winnipeg with wife (Heather) daughter (Aria) and son (Logan). Love Disney! https://www.youtube.com/channel/UC-hwxETSMI9nJ2TXmDH5vwg,en,
2179492525,Joseph,AJMC_117,Bankrupt Build Back Better= COVID-19+Great Reset,en,
84705013,Anthony J Paletta,ajpaletta,"Happily Married Father of 3, Adventure Seeker, Co-Owner of AP2, Marathon Runner, NHL WPG JETS Season Tickets Holder & Life Lover",en,
114245688,A.J. Wagoner,AJWagoner,"Man of God...Poet-A man set to bring change to the world with rhythm and rhyme; a Kingdom-breather all the time! Son, Husband, Father, Adventurer.",en,
1001152153606537216,Amber Krabach For WA,AK4WA,DECLAS is COMING!  #HoldFast 🇺🇸,en,
1001152153606537216,Amber Krabach For WA,AK4WA,DECLAS is COMING!  #HoldFast 🇺🇸,en,
42805134,Kara,aka_Hadley,"Mom, wife, avid book reader, love life, my job and friends.",en,
32463552,kelsa,akellypie,"Wife, Mother, Patriot🇺🇸Las Vegas🔥",en,
1247552048632967171,ktc,akgrownktc,Believer ♱ | TRUMP 2021 🇺🇸 | Patriot,en,
972745405535604736,Akila | #blacklivesmatter,akila_auset,Autism // Gamer // Critical Role // Critical Thinking // Don't Drink Bleach //(she/her),en,
4875114297,PrettyAcquitted2,AKSMT18,"Wife to the boss, mom to the best, Queen of my world, leader to some, slaying demons, women have a uterus, not famous #freebritney",en,
922223220220203008,AT 🇺🇸,akt7860,"""Socialism is a philosophy of failure, the creed of ignorance, and the gospel of envy, its inherent virtue is the equal sharing of misery.""  - Winston Churchill",en,
58723444,Abraham Dabit,Aladd7n,"I'm a lowly, detestable, filthy sinner believing in the blood of Jesus Christ, the Son of God. Come, Lord Jesus!",en,
275398150,Alan Endicott,AlanEndicott,"patria cara, carior libertas",en,
91272139,❌Alaskans4Trump 🇺🇸❌,Alaskans4Trump,#Trump2020 🇺🇸 #MAGA 🇺🇸 #Trump2020KAG 🇺🇸 #Trump2020LandslideVictory 🇺🇸 #2A 🇺🇸 #Trump2020ToSaveAmerica 🇺🇸 #BackTheBlue 🇺🇸,en,
1180514694,AlbertoV05,albydrama,"Husband, Father, Athlete, Storyteller | Free Thinker 🇺🇸🇵🇷
It's kind of fun to do the impossible. -Walt Disney",en,
93380289,Ali Araújo,Aleka1462,"I am who I am by design, HIS design. Christian Music always in my heart.. Favorite Songs 10,000 Reasons (Bless The Lord) & My Story",en,
93380289,Ali Araújo,Aleka1462,"I am who I am by design, HIS design. Christian Music always in my heart.. Favorite Songs 10,000 Reasons (Bless The Lord) & My Story",en,
2250716347,Alen Glavan 🇺🇸,AlenGlavan,"God first. Catholic, Conservative, Patriot, PRO-LIFE 


Philippians 4:13 🙏 Isaiah 14:27",en,
2897840779,Alex Van Zandt,alex_zandt,"Identitarian, vidya streamer, fashy larper,  meme magician",en,
1135041667885649925,Alexandra,Alexand45461110,"BA in Journalism, 1982 (when reporting = objective facts & not leftist activism). Andrew Breitbart fan. Humor lover. Optimist.",en,
74936528,Alexander Rogge,alexanderrogge,"Science & engineering, Freedom and Learning, Photography & News, Big Data, Public Safety, All-Source Hazards & Risk Mitigation",en,
1345758930,Silvergirl20🇺🇸,alexandraheuser,"If my people, which are called by My name, shall humble themselves, and pray, and seek My face.. then I will hear from heaven..",en,
938742338536591360,Alex Hamilton,alexhamilton74,Resist,en,
45092806,alialexander.org,alialexanderorg,"Account is run by @Ali’s team. Ali is a popular political consultant, forecaster and occasionally teaches philosophy.",en,
1616756011,A. Mitchell,AliM8370,"🇺🇸. Proud mom of a US Marine. Mostly here to read the rude comments.Thankfully healthy,& employed. Supporter of our Military, & our LEO, 🇺🇸",en,
27901877,Alisande,Alisand3,America has fallen.  I miss my followers that Twitter has kidnapped.  I demand their release.,en,
1263787851810050048,Alicja,AlkaLalkaAlka,Designer.Builder.Activist.      Transforming environments 🇺🇸🇵🇱,en,
29791844,Allan Rivlin,AllanRiv,"CEO Zen Political Reserch; CEO Whirled Peas Kitchen; Editor Centered Politics; former Partner, Hart Research Assoc. (Democratic polling and strategy)",en,
973980656,All Digital,AllDigital_,Thomas - Everything you need to Go Digital #EMarketing #SEO #SocialMedia #tech #innovation #startup #emarketing #growthhacking #CDO #digital #brandcontent #seo,en,
21786530,DEFEND THE REPUBLIC,Allenhardage,Christian Patriot warrior.,en,
161452409,AllieTooWhiteMaRIEEEEE😼💃🏼🥓🥩😽🤗🙏🏻🤷🏻‍♀️🧐,alliemarie777,"Mom, Imperfect Christian, Animal lover, #RESIST #ProLife #2A; Favorite quote: “Get busy living or get busy dying”, Andy Dufresne Shawshank Redemption",en,
177314037,Allison Adams Redfern,allisonadams28,I’m not afraid to take risk. 🇺🇸🇺🇸🇺🇸 supports MEGA🇺🇸Trump🇺🇸and the US Constitution ❤️🇺🇸❤️🇺🇸,en,
521112927,🇺🇸🧜‍♀️ALLi💍♥️2️⃣🅰️ 👉♈️OTER🆔🇺🇸,alliwoowho,Wife38yrs 4Sons 2D-inLaw Gma3Boys FamilyAboveAll MX~YZ250 Beach🏄‍♀️ Shoot.357 .45/70 .45ACP Physio&Neurology♥️RetweetW/comment BitSnarky VoteRED,en,
863914610864386049,Best Location in the Nation Love Catturd,Allmercy007,🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,en,
1438434624,Alon 2T,Alon2T,"Merchant of Fine Art & Antiques Film-Event Prop Rentals 40 Years NYC Presence. 100's Of Film Tv Stage Credits   
 - 9/11- Responder.     NYC 2001",en,
2605653674,"Arlene 🇺🇸MAGA, AGAIN!!!",ALove4USA,“We Gonna Do What They Say Can’t Be Done” It’s Happening. #HonorTheFallen #GodBlessAmerica 🙏#LetFreedomRing,en,
2574054954,Al Sciarretti,AlSciarretti,I'm in 1103.,en,
1091718864952541186,altCensored.com,altcensored,"Unbiased Community Catalog of 123K+ ""Limited State""/Censored and Deleted YouTube videos: ""we show what they hide"" #FreeSpeech 🔎 Send channels to monitor!",en,
4902092081,Alternative Teaching Strategy Center (ATSC),AltTeaching,"Founder&MD of ATSC. #Autismparent 2 a #nonverbal son w/#autism.Writer w/Integrity &Inspirational,Speaker,Consultant,#Advocate Trainer #AutismResearcher",en,
27152825,Dr. Grizzly,alwayswithTrump,"I do not like angry, mean people so no leftist, elitist Socialist, or liberals! It is still my freedom to dismiss you.",en,
751608497092067328,Ambrosia,AmberLiberty45,✝️ American Patriot🇺🇸,en,
756318805278674946,America First,AmericaFirst17,Patriot / Conservative / American / #TRUMP2020,en,
803906484,Thomas Crown,american_crown,Family. #Bitcoin,en,
1219783514125631488,Tiffany 🇺🇸🍑💊♈,American_made07,"Just trying to learn Twitter #ProLife
#pro2A #Mom #wife #conservative",en,
913214584948891648,AC,American4sure,“The sole meaning of life is to serve humanity.” 🕊 Personal pg. Views are my own,en,
1223661793131880449,🇺🇲Deplorable🇺🇲,AmericanBlood80,Proud supporter of Trump always | Army Vet | Paramedic | Just your average American | #MAGA #KAG,en,
926394883,American Freedom,AmericanFreedo2,"#IVoted for @POTUS @realDonaldTrump 

#BidenIsNOTMyPresident 

#Honored & #Proud to be a #TrumpSupporter

🇺🇸🔥🚨🚒👨‍🚒#FireFightersForTRUMP👨‍🚒🚒🚨🔥🇺🇸",en,
31346042,GA Girl🇺🇲,AmericanGaGirl,"#ProudAmerican, Baffled by the Liberal insanity, Hoping for a miracle in this country!",en,
847612931487416323,Joe Woody 🇺🇸,AmericanGr8ness,"Love God, Love Family, Love Country, Love Freedom - if we put those things first everything else will be great. MAGA",en,
32586298,AmericanMom🇺🇸🇺🇸,AmericanMom66,Proud Mom Wife & Grandma. 🇺🇸🇺🇸 Conservative #Republican#Christian#GodBlessAmerica,en,
215504885,American So Woke 🇺🇸,AmericanSoWoke,author of sci-fi action thriller: trucker. former hollywood exec.,en,
756183587976646656,Patriot 4 A Free USA,AmericanTo1630,"IFBAP  #MAGA #WHITEHATS
#JesusIsLord #Trump2020 #KAG #Israel #GeneralFlynn  #ΜΟΛΩΝΛΑΒΕ
Followed by Brigitte Gabriel, ACT for America",en,
880527055879667712,American Trumpette,AmericanTrue7,"Sinner saved by #Jesus. God, husband, family, country, constitution. Passionate RN #TruthSeeker #PeacefulWarrior. Trump won. I'm on Parler & Gab. Same handle.",en,
868461757756350466,Zach Heilman | Parler @ZachHeilman,AmericasKeepers,Co Founder of Thin Blue Line TV & Red Voice Media: http://evrl.ink/tbltv,en,
1108020727775670272,🇺🇸 🦅 American Standard News Network🗽⚖️🌎🌍🌏☮️,AmerStandNews,"🇺🇸 National News-Global Insight-Facts-Opinion-Discussion
RTs, L,& follows don't equal endorsements
United we stand. Divided we fall!
💞🇺🇸💞🕊️🌎🌍🌏☮️ 🗽⚖️",en,
1108020727775670272,🇺🇸 🦅 American Standard News Network🗽⚖️🌎🌍🌏☮️,AmerStandNews,"🇺🇸 National News-Global Insight-Facts-Opinion-Discussion
RTs, L,& follows don't equal endorsements
United we stand. Divided we fall!
💞🇺🇸💞🕊️🌎🌍🌏☮️ 🗽⚖️",en,
3273686822,President Trump Forever,AmmeGrimaldi86,"NYC❣️Catholic 🙌  #MAGA, 🥰 DJT 🇺🇸NO DMs🚫
Joeker Biden is an illigetimate President! ✝️",en,
546623315,The Other A. Sharpton,Amy_Sharpton,Entrepreneur; Strategic Partnerships Mgr; Social Connector; Author; Pit Bull lover; Sports nut; Proud to Be a Buckeye; O-H!,en,
2808922709,T🎃🧡🍊🎃🧡🍊🎃,Anamericangir12,Women for Trump 🚂🚃🚞❤ 🇺🇲 No RINO's🦏 Back the Blue 💙 Stop animal cruelty ❤🐾🐴 Adopt don't shop🐕Twitter amateur,en,
922145054,Marissa Roldan 🌴🌟🇺🇸💖🙏🏼,AnaRoo111,"💖 Jesús, prayer warrior, wife, mom, conservative Latina, love my country!#MAGA #draintheswamp #GodBlessUSA #HealOurLand",en,
1212565990006935552,AndikaTheHun🇺🇸,AndikaTheHun,"Serial entrepreneur, love my husband and country!",en,
79850022,AND Magazine,ANDmagazine,"Politics, Foreign Policy, National Security, & Culture.
Gab: @ANDmagazine  Telegram: @AND_Magazine",en,
1126267031114997765,Andrea Clark,AndreaC11138732,"Quirky, fast thinking, pretty easy going.",en,
18102795,President-Elect Andrea 🇺🇸,Andreajl0624,I'm a housewife and mother of 3. Supporter of our 2nd Amendment #Texan #ProudMarineMom 🦅🌎⚓️#Trump2020 #MAGA 🇺🇸Stand for The Flag🇺🇸,en,
501060187,andrea kaye 💥🧨🍩🇺🇸,andreakayeshow,"Don't stop the combine for the field mice

Typos are my own",en,
501060187,andrea kaye 💥🧨🍩🇺🇸,andreakayeshow,"Don't stop the combine for the field mice

Typos are my own",en,
321719882,Andrew Parker ن,Andrew_Parker7,I prefer dangerous freedom over peaceful slavery. third generation jeweler // former poli sci + ulm alum // who dat // ישוע †,en,
1022894576158302209,Andrew,Andrew69274604,married here to get real people opinions on politics and news support #MAGA all the way support our president,en,
1470409188,Presidente Electomundo —Andrew Managh,AndrewManagh,"believer in freedom, small govt, America First. Blocked by Rep. Keith Ellison, @therickwilson #JoeBidenSDirty",en,
295995195,Andrew Mandujano,andrewmandujano,"Follower of Jesus 🙏🏼 defender of all things life and liberty, tennis and golf specialist, Boston sports fan. #TakeBackOurCountry",en,
2252280320,Andrew McLain,andrewmclainwho,Host of Non-Award Winning podcast “Over The Line” • #MAGA #VFL,en,
867827224300224512,Andy,andy80396649,TRYING to be fair and unbiased while fighting for humanity and democracy.,en,
260398846,Andy Furniss,andyfurniss,"Dad, Husband, Businessman, many opinions, music lover and player",en,
19922075,"President Elect Mother of Dragons, PhD",Angela_Bow_Ma,"Lover of God, family and freedom. Hater of BS.",en,
311241090,🎄🇺🇸🦅Deplorable Patti,angels8000,"God, USA, Kids, Police, Army & Air Force,#KAG #MAGA, In God We Trust, Protect our Constitution! -DeplorablePatti@Parler-",en,
632501391,IMPEACH BIDEN_ TRUMP IS MY PRESIDENT,AngieCompton7,"@Speedyweezie Parler and Gab
☆God-Country-Family☆
Proud American & Follower of Jesus
Wife-Mother-Gigi
🇺🇲🇺🇲Trump 2020🇺🇲🇺🇲
Happily Married ♡ No DM's #MAGA",en,
955855613959032832,ANG,AngiePark74,I resist resisting because I'm no fan of Koolaid  ...,en,
